"mindent megtesz azért, hogy ...","mindent megtesz azért, hogy ...he did everything in his power to (do)"
"mindent vagy semmit","mindent vagy semmitall or nothing at all"
"mindent visszavonok! (amiket mondtam)","mindent visszavonok! (amiket mondtam)I take it all back."
"mindent áteresztő szűrő","mindent áteresztő szűrőall-pass filter"
"mindent összevetve (összegszerűen)","mindent összevetve (összegszerűen)all told, (grant money totaled $46,8OO)"
"mindent, ami csak a keze ügyébe akadt","mindent, ami csak a keze ügyébe akadtanything that came to hand"
"mindentudó apa","mindentudó apaDaddy the all-knowing"
"mindenáron :maga mindenáron vitatkozni akar.","mindenáron :maga mindenáron vitatkozni akar.you simply want an argument for argument's sake."
"mindenáron :nem mindenáron","mindenáron :nem mindenáronnot at any price"
"mindenáron vitatkozni akar","mindenáron vitatkozni akarI see you simply want an argument for argument's sake <br/><br/>wants an argument for argument's sake"
"mindenáron érvényesül (érdek)","mindenáron érvényesül (érdek)prevails at all cost"
"mindenütt jelenlevő","mindenütt jelenlevőomnipresent"
"mindenütt jó, de a legjobb otthon.","mindenütt jó, de a legjobb otthon.East or West, home is best. <br/><br/>There is no place like home."
"mindenütt kerestelek.","mindenütt kerestelek.I've been looking for you all over the place."
"mindez előrelátható volt","mindez előrelátható voltall this was foreseen"
"mindez nem jelenti azt, hogy ...","mindez nem jelenti azt, hogy ...all of this does not mean that ..."
"mindezeket a dolgokat","mindezeket a dolgokatall of these things"
"mindezen megjegyzések a ...-ra vonatkoznak","mindezen megjegyzések a ...-ra vonatkoznakthese comments all relate to the ..."
"mindezen okokból","mindezen okokbólfor all these reasons"
"mindezt összegezve azt mondhatjuk, hogy ...","mindezt összegezve azt mondhatjuk, hogy ...Summarising, we may say that ..."
"mindezt úgy foglalhatjuk össze, hogy ...","mindezt úgy foglalhatjuk össze, hogy ...In summary, ... <br/><br/>To summarize: ..."
"mindhárom","mindháromall three"
"mindig az erősebbnek van igaza","mindig az erősebbnek van igazamight is right"
"mindig is akartam ...-ni.","mindig is akartam ...-ni.I've always wanted to (do)."
"mindig is így képzeltem el. (regény filmváltozatát)","mindig is így képzeltem el. (regény filmváltozatát)that's the way I always envisioned it."
"Mindig így megy. (ez)","Mindig így megy. (ez)It's always that way."
"Mindig így volt, és mindig így is lesz.","Mindig így volt, és mindig így is lesz.It's always been that way, and that's the way it's always going to be."
"mindig övé az utolsó szó","mindig övé az utolsó szóDoctors always have the last word."
"mindjárt a sarkon (túl)","mindjárt a sarkon (túl)Around the corner."
"mindjárt az utca másik oldalán","mindjárt az utca másik oldalánrigth across the street"
"mindjárt ott leszek nálad! (telefonba)","mindjárt ott leszek nálad! (telefonba)Be right over."
"Mindjárt rátérek a ...-ra!","Mindjárt rátérek a ...-ra!I'm coming to ..."
"mindjárt rátérek a ...-ra. (elbeszélésben)","mindjárt rátérek a ...-ra. (elbeszélésben)I'm coming to the ..."
"mindjárt rátérek. (lényegre)","mindjárt rátérek. (lényegre)I'm coming to that in a minute."
"mindnyájan egyetértettünk abban, hogy ...","mindnyájan egyetértettünk abban, hogy ...the ... was agreed to be healthful."
"mindössze annyit kell csinálnia, hogy ...","mindössze annyit kell csinálnia, hogy ...all you do is fill in the blanks"
"minek várjunk karácsonyig?","minek várjunk karácsonyig?why wait for Christmas?"
"minek? (miért?)","minek? (miért?)what for?"
"mini DIP","mini DIPmini-DIP"
"mini diszk","mini diszkminidisc"
"mini TIR","mini TIRmini-RPV"
"miniatűr társadalom","miniatűr társadalomlittle society"
"minifloppy (3 1/2 colos?)","minifloppy (3 1/2 colos?)minidisk"
"minimum alá esik (?)(megközelíti?)","minimum alá esik (?)(megközelíti?)falls short of this minimum"
"minimális fa","minimális faminimal tree"
"minimális gépeléssel (adatbevitel)","minimális gépeléssel (adatbevitel)with a minimum of keying"
"minimális méret","minimális méretthe minimum size for (a wallchart)"
"minimális stiláris követelmények","minimális stiláris követelményekminimum formal style requirements"
"minimális távolságkód","minimális távolságkódminimum distance code"
"minimális térszükséglete (tárgyé)","minimális térszükséglete (tárgyé)minimum dimensions for (reading tables)"
"minimálisan [gyűjtési szint]","minimálisan [gyűjtési szint]minimal"
"mininyomtató","mininyomtatóminiprinter"
"miniperiféria","miniperifériaminiperipheral"
"miniszterelnök-helyettes","miniszterelnök-helyettesdeputy premier"
"miniszterelnöksége","miniszterelnökségethe premiership of Count Bethlen"
"miniszteri tanácskozás (GATT-ban)","miniszteri tanácskozás (GATT-ban)GATT ministerial meeting"
"miniszterrtanács (Magyarországon)","miniszterrtanács (Magyarországon)the Council of Ministers"
"minisztertanács","minisztertanácsthe Council of Ministers"
"minisztérium :munkaügyi minisztérium","minisztérium :munkaügyi minisztériumthe Ministry of Labour (GB)"
"minisztériumi jogkörű hivatalok","minisztériumi jogkörű hivatalokoffices with ministerial rank"
"minisztériumi osztály (hivatal?)","minisztériumi osztály (hivatal?)the Office of ... of the U.S. Department of Education"
"miniszámítógép","miniszámítógépminicomputer"
"miniszámítógép-modell","miniszámítógép-modellour model mini-computer"
"miniszámítógépek","miniszámítógépekminis"
"mint :A mint Alice (betűzés)","mint :A mint Alice (betűzés)A as in Alice"
"mint a ... esetében is történt","mint a ... esetében is történtas in the case of ..."
"mint a ... is","mint a ... isAs well as the TIP service, some libraries ... <br/><br/>He, like my students, ..."
"mint a ... is, ...","mint a ... is, ...Like most of the contributions in this volume the study will concentrate on ..."
"mint a neve is jelzi","mint a neve is jelzias its name implies"
"mint a neve is mutatja","mint a neve is mutatjaand, as their name implies, are ..."
"mint ahogy a ... is","mint ahogy a ... isThe ... were unaffected, as were the ..."
"mint amilyeneket ...","mint amilyeneket ...questions - like those a journalist asks when ... - ..."
"mint az őrült","mint az őrültlike a madman"
"mint az őrült (olyan lelkesedéssel)","mint az őrült (olyan lelkesedéssel)like mad"
"mint férfi a férfival","mint férfi a férfivalto speak to her father""man to man"""
"mint ilyen","mint ilyenas such <br/><br/>serials as such"
"mint kiderült, ...","mint kiderült, ...as it turned out, ..."
"mint kiderült, ebben igazad volt.","mint kiderült, ebben igazad volt.you were right about that, it turned out."
"mint maga vagy én","mint maga vagy énlike you and me"
"mint olyan","mint olyanand as such will ... <br/><br/>as such"
"mint például az, hogy ...","mint például az, hogy ...awkward questions like what should the library do are ..."
"minta (vizsgálati)","minta (vizsgálati)sample"
"minta munkaköri leírás","minta munkaköri leírásmodel""job description"""
"minta összetétele (felméréshez)","minta összetétele (felméréshez)the make-up of our sample"
"minta-munkaköri leírás","minta-munkaköri leírásmodel job specification"
"mintafarmok (gazd. reform keretében)","mintafarmok (gazd. reform keretében)sample reform farms"
"mintagenerátor","mintagenerátorpattern generator"
"mintavétel","mintavételsampling"
"mintavétel (10 %-os)","mintavétel (10 %-os)10 % sample census"
"mintavétel (népességből)","mintavétel (népességből)sampling (a population)"
"mintavételi eljárás","mintavételi eljárássample technique"
"mintavételi frekvencia","mintavételi frekvenciasampling frequency"
"mintavételi hiba","mintavételi hibasampling error"
"mintavételi sebesség","mintavételi sebességsampling rate"
"mintavévő tároló áramkör","mintavévő tároló áramkörboxcar circuit"
"mintegy ... percnyire van ...-tól","mintegy ... percnyire van ...-tólIpswich, Mass., is some forty minutes from ..."
"mintegy :a mintegy 340 elítélt","mintegy :a mintegy 340 elítéltthe about 340 inmates"
"mintegy kilenc","mintegy kilencsome nine institutions"
"mintha :úgy néz ki, mintha ...","mintha :úgy néz ki, mintha ...it looks as if ..."
"Mintha csak tegnap történt volna.","Mintha csak tegnap történt volna.Like yesterday."
"mintha könyvben olvastam volna","mintha könyvben olvastam volnait was just like out of a book"
"mintha mi sem történt volna","mintha mi sem történt volnaas if nothing had happened"
"mintha áramütés érte volna","mintha áramütés érte volnahis nerves were jolted"
"mintsem :inkább a kampányoknak kedvez, mintsem a ...-nak","mintsem :inkább a kampányoknak kedvez, mintsem a ...-nakputs a premium on campaigning rather than ..."
"mintára :nyugati mintára","mintára :nyugati mintára(democracy) on the western model"
"mintára :szovjet mintára","mintára :szovjet mintárato organize libraries on the Soviet model"
"mintát követ","mintát követfollows a general pattern"
"mintát vesz a ...-ból","mintát vesz a ...-bóltakes samples of the ..."
"minél kevésbé ..., annál kevésbé ...","minél kevésbé ..., annál kevésbé ...the less ..., the less ..."
"minőség (szolgáltatásoké)","minőség (szolgáltatásoké)the goodness of library services"
"minőségellenőrzés","minőségellenőrzésquality control"
"minőségi bizonyítvány","minőségi bizonyítványquality certificate"
"minőségi ellenőrzés","minőségi ellenőrzésquality control"
"minőségi kör (japán szervezeti megoldás)","minőségi kör (japán szervezeti megoldás)quality circle"
"minősít (könyvet, művelődéspolitikailag)","minősít (könyvet, művelődéspolitikailag)grades (books, according to cultural policy)"
"minősíteni (jelzetekkel, pl. Uj Könyvek)","minősíteni (jelzetekkel, pl. Uj Könyvek)to grade books"
"minősített :egy így minősített film","minősített :egy így minősített filma movie so tagged (as PG-13)"
"minősítés (folyóiratcikkek fontosságának becslése)","minősítés (folyóiratcikkek fontosságának becslése)assessing the importance of journal articles"
"minősítő jelzet (?)","minősítő jelzet (?)qualifier"
"minősítő központ","minősítő központassessment centre"
"minősítő testület","minősítő testületvalidating body"
"minősülő :veszélyesnek minősülő elítéltek","minősülő :veszélyesnek minősülő elítéltekinmates who are rated dangerous"
"MIPS","MIPSmillion-instructions per second (MIPS)"
"mire a könyv eljut az olvasóhoz","mire a könyv eljut az olvasóhozby the time the book reaches the reader"
"mire akar kilyukadni?","mire akar kilyukadni?what are you getting at?"
"mire beesteledett (napszálltára)","mire beesteledett (napszálltára)by nightfall"
"mire céloz?","mire céloz?what are you suggesting?"
"mire egyet ütött az óra","mire egyet ütött az óraby the stroke of one"
"Mire hajt? (mire vadászik?)","Mire hajt? (mire vadászik?)What's he after?"
"mire jó az olvasás?","mire jó az olvasás?what is reading good for?"
"mire jó ez? (az egész)","mire jó ez? (az egész)what is it for?"
"Mire kíváncsi?","Mire kíváncsi?What do you want to know?"
"mire kíváncsi?","mire kíváncsi?what do you want to know? <br/><br/>what do you want to know?"
"Mire megy ki ez az egész?","Mire megy ki ez az egész?What's this all about?"
"mire mondja?","mire mondja?why do you say that?"
"mire való az a ...?","mire való az a ...?what is that ... for?"
"miről? (miről kellene elbeszélgetnünk?)","miről? (miről kellene elbeszélgetnünk?)What about?"
"Miskolci Nehézipari Műszaki Egyetem","Miskolci Nehézipari Műszaki EgyetemTechnical University for Heavy Industry Miskolc"
"miszerint :az a Tory elv, miszerint ...","miszerint :az a Tory elv, miszerint ...the Tory policy that ..."
"misztikusok (filozófusok)","misztikusok (filozófusok)mystics"
"mit akar azzal mondani, hogy""talán""?","mit akar azzal mondani, hogy""talán""?What do you mean, perhaps?"
"mit akar tudni?","mit akar tudni?what do you want to know?"
"mit csinál ma este?","mit csinál ma este?what are you going to do this evening?"
"mit csináljak most?","mit csináljak most?what am I going to do?"
"mit csináljak vele?","mit csináljak vele?what should I do with it?"
"mit egyebet kívánhatnék, mint ...?","mit egyebet kívánhatnék, mint ...?what more could I want than ...?"
"mit gondol, kaphatnék egy pohár vizet?","mit gondol, kaphatnék egy pohár vizet?do you think I could have a glass of water?"
"mit is kezdtél mondani az előbb?","mit is kezdtél mondani az előbb?What were you going to tell me <br/><br/>What were you going to tell me?"
"mit is mondott az előbb a viszkiről? (emlékeztetés korábbi kínálásra)","mit is mondott az előbb a viszkiről? (emlékeztetés korábbi kínálásra)You did say something, sir, about a whisky?"
"mit iszol? (házigazda kérdezi)","mit iszol? (házigazda kérdezi)What'll you take?"
"mit javasol, mit tegyünk?","mit javasol, mit tegyünk?What do you suggest we do?"
"Mit jelentsen ez?","Mit jelentsen ez?What's that supposed to mean?"
"mit kell tudnia a ...-nak a ...ról? (cím)","mit kell tudnia a ...-nak a ...ról? (cím)...; what librarians need to know."
"mit keres itt ez a ...?","mit keres itt ez a ...?Now, what is that ... doing here?"
"mit mond a meteorológia?","mit mond a meteorológia?what does the weather forecast say?"
"Mit mondhatnék? (mit lehet erre mondani?)","Mit mondhatnék? (mit lehet erre mondani?)What is there to say?"
"mit mondjak erre?","mit mondjak erre?what can I say?"
"Mit nem adnék, ha tudnám, most mi jár a fejedben!","Mit nem adnék, ha tudnám, most mi jár a fejedben!A penny for your thoughts."
"mit nevet ezen?","mit nevet ezen?what's the joke?"
"mit néz? (rajtam)","mit néz? (rajtam)what are you looking at?"
"mit szeretsz rajtam? (mi jót látsz bennem?)","mit szeretsz rajtam? (mi jót látsz bennem?)What do you see in me?"
"mit számít az már? (ha másképp történt volna)","mit számít az már? (ha másképp történt volna)what's the difference?"
"mit számít az! (?)","mit számít az! (?)what's the odds?"
"mit szól ehhez ?","mit szól ehhez ?what do you say to this?"
"Mit szól hozzá? (ha vmit csinálok)","Mit szól hozzá? (ha vmit csinálok)(I'll buy you a beer.) How's that?"
"mit szólna hozzá, ha ...?","mit szólna hozzá, ha ...?What do you say to (our staying another day)?"
"mit szólna hozzá, ha körbekísérném az óvárosban?","mit szólna hozzá, ha körbekísérném az óvárosban?how about if I show you around the Old Town?"
"Mit szólna hozzá, ha találkoznánk a ...-nál?","Mit szólna hozzá, ha találkoznánk a ...-nál?What about I meet you down at The Dutch?"
"mit tegyünk és mit ne tegyünk a ... területén?","mit tegyünk és mit ne tegyünk a ... területén?the do's and don't's of (questionnaire design)"
"mit tehet a szolgáltató ebben az esetben?","mit tehet a szolgáltató ebben az esetben?what can the supplier do in this event?"
"Mit tennél az én helyemben?","Mit tennél az én helyemben?What would you do if you were in my shoes?"
"mit tud erre mondani?","mit tud erre mondani?what do you say to this?"
"mit tudom én.","mit tudom én.how would I know?"
"mit álmodtál?","mit álmodtál?What did you dream?"
"mit ér a ... a ... nélkül?","mit ér a ... a ... nélkül?what's ... without ...?"
"Mit érdekel ez téged? (illetéktelen kérdésre)","Mit érdekel ez téged? (illetéktelen kérdésre)Do you care?"
"mit ért az alatt, hogy ...?","mit ért az alatt, hogy ...?How do you mean 'satisfied'?"
"mit értesz ... alatt?","mit értesz ... alatt?how do you define ...?"
"mit írjak ide, ahol az van, hogy ...?","mit írjak ide, ahol az van, hogy ...?what do I put here where it says ...?"
"mitől jó egy ...?","mitől jó egy ...?what makes a good manager?"
"miután ..., következésképp ...","miután ..., következésképp ...since ..., it follows: ..."
"miután eldöntöttük, hogy ..., a következő lépés a ...","miután eldöntöttük, hogy ..., a következő lépés a ...once we determine who is to handle selection, the next step is to (do)"
"miután hét évet töltött el hivatalában","miután hét évet töltött el hivatalábanafter seven years in the job"
"miután meghallgatta a ... nyilatkozatát","miután meghallgatta a ... nyilatkozatáthaving heard the statement of the ..."
"mivel a ...","mivel a ...Because a ... is simple it is versatile."
"mivel ez a helyzet","mivel ez a helyzetthis being the case"
"Mivel mérgezi magát? (alkoholról)","Mivel mérgezi magát? (alkoholról)What's your poison?"
"miért :nem értem, miért kell ...-ni.","miért :nem értem, miért kell ...-ni.I see no reason to (do)."
"miért ez a sietség?","miért ez a sietség?What's the hurry?"
"miért kell oktatni a ...-t? (cím)","miért kell oktatni a ...-t? (cím)Why educate the ...?"
"miért kérded?","miért kérded?Why do you ask?"
"miért mondasz ilyeneket?","miért mondasz ilyeneket?what makes you say things like that?"
"miért néz így rám?","miért néz így rám?why are you looking at me like that?"
"miért van szükség a ...-ra?","miért van szükség a ...-ra?why a citizen survey"
"miért van szükség a ...-ra? (cím)","miért van szükség a ...-ra? (cím)Why participation?"
"Miért, ha szabad kérdeznem?","Miért, ha szabad kérdeznem?Why, may I ask?"
"miért, ha szabad kérdeznem?","miért, ha szabad kérdeznem?why, may I ask?"
"miért, mi van vele?","miért, mi van vele?what about it?"
"miért? (minek?)","miért? (minek?)what for?"
"miért? (visszakérdezés)","miért? (visszakérdezés)Yes. Why?"
"mióta csak világ a világ","mióta csak világ a világsince the world began"
"Mióta megy ez így? (mennyi ideje)","Mióta megy ez így? (mennyi ideje)How long has this been going on?"
"MKP","MKPHungarian Communist Party"
"mm (írásmódja)","mm (írásmódja)35mm film"
"mnemonik","mnemonikmnemonic symbol"
"mobil :felfelé mobil (társ. ért.)","mobil :felfelé mobil (társ. ért.)upwardly mobile"
"mobilitás (felfelé való mozgás)","mobilitás (felfelé való mozgás)upward mobility"
"mobilitás (felfelé és lefelé a társadalmi ranglétrán)","mobilitás (felfelé és lefelé a társadalmi ranglétrán)upwartd and downward mobility"
"modell (?)","modell (?)pattern"
"modell kidolgozása","modell kidolgozásadeveloping ... models"
"modellbeli kipróbálás","modellbeli kipróbálástrying them out within the model"
"modellez","modellezsimulates"
"modellezés","modellezéssimulation"
"modellező","modellezősimulator"
"modellező eljárás","modellező eljárásmodelling techniques"
"modellt kezelni","modellt kezelnito manipulate models"
"modem","modemmodem [def.]"
"modernizálja a NATO katonai erőit","modernizálja a NATO katonai erőitmodernizes NATO defenses"
"modernizálás :gyors modernizálás","modernizálás :gyors modernizálásrapid modernization"
"modul","modulmodule"
"modul (cartridge)","modul (cartridge)cartridge"
"modul-rendszerű építkezés","modul-rendszerű építkezésmodular construction"
"modulelemekből összerakható kártya","modulelemekből összerakható kártyaterminal board"
"modulo-N ellenőrzés","modulo-N ellenőrzésmodulo-N check (-n?)"
"modulo-n számláló","modulo-n számlálómodulo-N counter (-n?)"
"modulszervezés","modulszervezésmodule organization"
"modulus","modulusmodulo"
"modulus és előjel rendszer","modulus és előjel rendszerthe modulus and sign system"
"modulált jel","modulált jelmodulated signal"
"moduláris programozás","moduláris programozásmodular programming"
"modulátor","modulátormodulator"
"modulátor/demodulátor","modulátor/demodulátormodulator/demodulator (modem)"
"mohácsi vész","mohácsi vészthe defeat at Mohacs"
"mohó olvasó","mohó olvasóvoracious reader"
"mohó olvasó (falja a könyveket)","mohó olvasó (falja a könyveket)voracious reader"
"molesztálás (szexuálisan)","molesztálás (szexuálisan)sexual harassment"
"momentán nem ér rá.","momentán nem ér rá.he's tied up at the moment."
"monadikus (operátor)","monadikus (operátor)monary"
"mond :azt is mondhatnánk, hogy ...","mond :azt is mondhatnánk, hogy ...one might say ..."
"mond :azt kell mondanom, igen.","mond :azt kell mondanom, igen.I have to say yes."
"mond :azt mondja vkinek, hogy csináljon vmit","mond :azt mondja vkinek, hogy csináljon vmittells sy to do sg"
"mond :azt mondja, ...?","mond :azt mondja, ...?..., you say?"
"mond :azt mondják, ...","mond :azt mondják, ...Everybody in the world, so they say, has a double. <br/><br/>..., they say."
"mond :azt mondtam, hagyd abba!","mond :azt mondtam, hagyd abba!drop it, I said."
"mond :csak azt akartam mondani, hogy ...","mond :csak azt akartam mondani, hogy ...I was just going to say that ..."
"mond :egyesek azt mondhatnák","mond :egyesek azt mondhatnáksome would say"
"mond :ezt most mire mondja?","mond :ezt most mire mondja?why do you say that?"
"mond :ezt sosem mondtam.","mond :ezt sosem mondtam.I never said that."
"mond :ezzel nem azt akarom mondani, hogy ...","mond :ezzel nem azt akarom mondani, hogy ...this is not to say that ..."
"mond :hogy csak egyet mondjak. (példát)","mond :hogy csak egyet mondjak. (példát)..., for one thing."
"mond :hányszor mondjam, hogy ...-j?","mond :hányszor mondjam, hogy ...-j?how many times do I have to tell you to (do)?"
"mond :jól mondják, hogy ...","mond :jól mondják, hogy ...it has been rightly said that ..."
"mond :kell-e mondanom, hogy ...?","mond :kell-e mondanom, hogy ...?do I have to tell you that ...?"
"mond :mit mondjak erre?","mond :mit mondjak erre?what can I say?"
"mond :miért mondanám, ha nem gondolom komolyan?","mond :miért mondanám, ha nem gondolom komolyan?why would I say it if I didn't mean it?"
"mond :miért mondasz ilyeneket?","mond :miért mondasz ilyeneket?what makes you say things like that?"
"mond :ne mondjak neki valamit, ha találkozom vele?","mond :ne mondjak neki valamit, ha találkozom vele?is there anything you want me to tell him when I see him again?"
"mond :nem is tudom, mit mondjak.","mond :nem is tudom, mit mondjak.I'm at a loss of words."
"mond :szépeket mond vkiről","mond :szépeket mond vkirőlspeaks highly of sy"
"mond :így mondja (ezt állítja)","mond :így mondja (ezt állítja)...--so Muller says."
"mond :ő mondta (hogy jól van)","mond :ő mondta (hogy jól van)(How do you know she's well?) She told me so."
"mondanivaló","mondanivalómessage"
"Mondanom sem kell, hogy ...","Mondanom sem kell, hogy ...I don't have to tell you (she was right.)"
"mondanom sem kell, hogy ...","mondanom sem kell, hogy ...Needless to say ..."
"mondasz valamit.","mondasz valamit.now you're talking sense."
"mondat (adatokból)","mondat (adatokból)record"
"mondj egy érvet!","mondj egy érvet!Why? Give me one reason..."
"mondj már valamit! Miről?","mondj már valamit! Miről?Start talking. Talk about what?"
"mondja a ...-ról","mondja a ...-rólsays of the ..."
"mondja a szöveg (karikatúra-figuráé)","mondja a szöveg (karikatúra-figuráé)says his balloon"
"Mondja csak! (ne hallgasson el, mondja tovább)","Mondja csak! (ne hallgasson el, mondja tovább)Do go on."
"mondja ki! (elfojtott gondolatot)","mondja ki! (elfojtott gondolatot)say it!"
"mondja, ...?","mondja, ...?look, ...?"
"mondjuk így: ...","mondjuk így: ...(was protected), shall we say."
"mondjuk, ...","mondjuk, ...a transparency of, say, the human eye <br/><br/>at location 20, say."
"mondjuk, hogy ...","mondjuk, hogy ......, shall we say, ..."
"mondjuk, hogy ... (példa)","mondjuk, hogy ... (példa)let's say ..."
"Mondjuk. (Ahogy vesszük.)","Mondjuk. (Ahogy vesszük.)(Did you talk to this psychiatrist?) Well, sort of."
"mondjuk. (nem egészen)","mondjuk. (nem egészen)well, sort of."
"mondjuk. (többé-kevésbé)","mondjuk. (többé-kevésbé)-The computer game wizard? Sort of."
"mondják. (hogy így van)","mondják. (hogy így van)people say it is."
"Mondok én neked valamit.","Mondok én neked valamit.I'll tell you something."
"mondott valamit? (gúnyos kérdés)","mondott valamit? (gúnyos kérdés)did you make some remark?"
"mondás :idézi anyja mondását, miszerint ...","mondás :idézi anyja mondását, miszerint ...quotes a saying of his mother: ..."
"monitor (képi mehjelenítő)","monitor (képi mehjelenítő)display monitor"
"monitorprogram","monitorprogrammonitoring program"
"mono felvételek","mono felvételekmonophonic (or monoaural) recordings"
"mono program","mono programmonoaural program"
"monobrid áramkör","monobrid áramkörmonobrid circuit"
"monografikus kiadvány","monografikus kiadványmonographic publication"
"monogrammos","monogrammosmonogrammed (coffee mug)"
"monográfiairodalom","monográfiairodalombook literature"
"monográfiasorozat","monográfiasorozatseries of monograph"
"monolitikus ellenállás","monolitikus ellenállásmonolithic resistor"
"monolitikus induktivitás","monolitikus induktivitásmonolithic inductivity"
"monolitikus integrált áramkör","monolitikus integrált áramkörmonolithic integrated circuit"
"monolitikus kondenzátor","monolitikus kondenzátormonolithic capacitor"
"monopolhelyzetben vannak","monopolhelyzetben vannakare in monopolistic positions"
"monostabil multivibrátor","monostabil multivibrátormonostable <br/><br/>one-shot circuit <br/><br/>one-shot multivibrator; single-shot multivibrator <br/><br/>single-shot multivibrator <br/><br/>univibrator; monovibrator"
"montíroz","montírozedits"
"montírozás","montírozásediting"
"montírozás (hangfelvételnél)","montírozás (hangfelvételnél)editing [def.]"
"monádikus művelet","monádikus műveletmonadic operation"
"moped","mopedmoped"
"morzsa","morzsachip"
"morál-játék (középk.)","morál-játék (középk.)morality play"
"morózusan (néz)","morózusan (néz)stared out morosely at the sky"
"MOS integrált áramkör","MOS integrált áramkörmetal-oxide-semiconductor integrated circuit (MOSIC)"
"MOS-inverter","MOS-inverterMOS inverter"
"mosatlan pohár","mosatlan pohárused glass"
"mosdó (helyiség, kollégiumban)","mosdó (helyiség, kollégiumban)can"
"mosdó (illemhely)","mosdó (illemhely)restroom"
"mosdókagyló","mosdókagylówash basin"
"mosogat: elmosogatja az edényeket","mosogat: elmosogatja az edényeketdoes the dishes"
"mosogatógép","mosogatógépdishwasher"
"mosolygós kép","mosolygós képsmiley picture"
"Most boldog vagy? (gúny.)","Most boldog vagy? (gúny.)Happy?"
"Most búcsúzom! (telefonbeszélgetés vége)","Most búcsúzom! (telefonbeszélgetés vége)By for now."
"most csütörtökön","most csütörtökönthis Thursday"
"Most ezzel ne törőjön!","Most ezzel ne törőjön!Don't worry about it now."
"most figyelmünket a ...-ra fordíthatjuk","most figyelmünket a ...-ra fordíthatjukwe can now direct our attention to ..."
"most hét végén","most hét végénthis weekend"
"most jobb?","most jobb?that better?"
"most jut eszembe.","most jut eszembe.I remember now."
"Most meg mi a baj?","Most meg mi a baj?What now?"
"most meg mi a baj?","most meg mi a baj?what now?"
"most meg van döbbenve? (ezen)","most meg van döbbenve? (ezen)does that shock you?"
"most mit csináljak? (tanácstalanság)","most mit csináljak? (tanácstalanság)what am I going to do?"
"most már bízvást bejelenthetem, hogy ...","most már bízvást bejelenthetem, hogy ...I can now safely say that ..."
"most már emlékszem","most már emlékszemOh yes, I remember now."
"most már igazán haza kell mennem","most már igazán haza kell mennemI really must be getting home. <br/><br/>I've really got to get home."
"most nem kell sietnünk","most nem kell sietnünkThere's no hurry now."
"most nem ér rá.","most nem ér rá.he's tied up at the moment."
"most nézzük a ... kérdését!","most nézzük a ... kérdését!Next comes the question of ..."
"Most pedig nézzük a ...-t! (gondolatmenet köv. lépése)","Most pedig nézzük a ...-t! (gondolatmenet köv. lépése)... is now to be considered."
"most rajtakaptalak!","most rajtakaptalak!You just get caught."
"most szombaton","most szombatonthis coming Saturday"
"most térjünk rá egy ... témára","most térjünk rá egy ... témáralet us next turn to a different topic"
"most vasárnap","most vasárnapthis Sunday"
"most vizsgáljuk meg a ...-t!","most vizsgáljuk meg a ...-t!Let us now examine the ..."
"most én fizetek (rajtam a sor)","most én fizetek (rajtam a sor)It's my turn."
"most éppen nem érek rá.","most éppen nem érek rá.I haven't the time right now."
"most, hogy visszagondolok, ...","most, hogy visszagondolok, ...now that I think of it, ..."
"most, két év múltán","most, két év múltánNow, two years on, ..."
"mostantól kezdve","mostantól kezdvefrom now on"
"mostanában","mostanábanthese days"
"mostohán bánnak vele","mostohán bánnak velethey're treated as ugly ducklings"
"moszkvai (fn)","moszkvai (fn)Muscovite (pl.: Muscovites)"
"Moszkvai Lomonoszov Egyetem (?)","Moszkvai Lomonoszov Egyetem (?)Moscow State University"
"mosás :heti mosás","mosás :heti mosásweekly wash"
"mosópor","mosóporwash powder"
"motiváció","motivációmotivation (for selecting)"
"motor meghajtású filmnéző (monitor?)","motor meghajtású filmnéző (monitor?)motorised film viewer"
"motorházfedél","motorházfedélhood"
"motorkerékpár","motorkerékpármotorcycle"
"motorkerékpáros","motorkerékpárosmotor cyclist"
"motoros filmtovábbító (mikrofilmolvasógépben)","motoros filmtovábbító (mikrofilmolvasógépben)motorized film carrier"
"motoros szállítószalag (könyvtári raktárban)","motoros szállítószalag (könyvtári raktárban)motor-driven conveyor belt"
"motívum :shakespeare-i motívum","motívum :shakespeare-i motívumShakespearean motif"
"motívum :vezérmotívum","motívum :vezérmotívumthe leit-motif"
"mozdulatelemzés (vezetéstudományon belül)","mozdulatelemzés (vezetéstudományon belül)motion study"
"mozgalom :beérkezett mozgalom","mozgalom :beérkezett mozgaloman 'arrived' mass movement"
"mozgalom felívelő szakasza","mozgalom felívelő szakaszarising movement"
"mozgalomhoz csatlakozik","mozgalomhoz csatlakozikenters the movement"
"mozgatható betűkészlet (Gutenberg találmánya)","mozgatható betűkészlet (Gutenberg találmánya)movable type"
"mozgatható térelválasztó","mozgatható térelválasztómoveable partitioning or temporary walls"
"mozgatható válaszfal (levehető?)","mozgatható válaszfal (levehető?)removable partition"
"mozgatás (fel-le)","mozgatás (fel-le)scroll"
"mozgás :munkaerőmozgás","mozgás :munkaerőmozgáslabor migration"
"mozgásba hozza a kerekeket","mozgásba hozza a kerekeketsets the wheels in motion"
"mozgásdetektor","mozgásdetektormotion detector alarm"
"mozgási szabadság","mozgási szabadságto get more freedom of movement"
"mozgáskorlátozottak","mozgáskorlátozottakwho have limited movement"
